AMGE|P|==,TA,TI,TU,UA,UE,VU|FL|12/11/2016,10:24:56 PM|AGLC120Z8C.pdf|Florida Policy Disclosure Form - REV0516|To be used with Florida applications when the value from an existing policy with American General or subsidiary or affiliate is being used to fund the new policy.
AMGE|P|==,TA,TI,TU,UA,UE,VU|GA|12/11/2016,10:24:56 PM|L5623-GA.pdf|Replacement Form - GA|
AMGE|P|==,TA,TI,TU,UA,UE,VU|ID|12/11/2016,10:24:56 PM|AGLC108512.pdf|Replacement Form - ID|Use for both internal and external replacements
AMGE|P|==,TA,TI,TU,UA,UE,VU|IL|12/11/2016,10:24:56 PM|L7071.pdf|Replacement Form - IL|
AMGE|P|==,TA,TI,TU,UA,UE,VU|IL|12/11/2016,10:24:56 PM|L7072.pdf|Replacement Form - IL|
AMGE|P|==,TA,TI,TU,UA,UE,VU|IN|12/11/2016,10:24:56 PM|L3769.pdf|Replacement Form - IN |
AMGE|P|==,TA,TI,TU,UA,UE,VU|KS|12/11/2016,10:24:56 PM|L1680-17.pdf|Replacement Form - KS - External|
AMGE|P|==,TA,TI,TU,UA,UE,VU|KS|12/11/2016,10:24:56 PM|L1678-17.pdf|Replacement Form - KS - Internal|
AMGE|P|==,TA,TI,TU,UA,UE,VU|MA|12/11/2016,10:24:56 PM|L993.pdf|Replacement Form - MA|
AMGE|P|==,TA,TI,TU,UA,UE,VU|MI|12/11/2016,10:24:56 PM|AGLC108513.pdf|Replacement Form - MI|Use for both internal and external replacements
AMGE|P|==,TA,TI,TU,UA,UE,VU|MN|12/11/2016,10:24:56 PM|AGLC108514.pdf|Replacement Form - MN|Use for both internal and external replacements
AMGE|P|==,TA,TI,TU,UA,UE,VU|MO|12/11/2016,10:24:56 PM|AGLC108515.pdf|Replacement Form - MO|Use for both internal and external replacements
AMGE|P|==,TA,TI,TU,UA,UE,VU|NV|12/11/2016,10:24:56 PM|AGLC108516.pdf|Replacement Form - NV|Use for both internal and external replacements
AMGE|P|==,TU,UE,VU,DA,IA|NV|12/11/2016,10:24:56 PM|AGLC103042 .pdf|Replacement Form - NV|Use for Deferred and Immediate Annuity Products
AMGE|P|==,TU,UE,VU,DA|NV|12/11/2016,10:24:56 PM|AGLC103235.pdf|Replacement Form - NV|Required for Deferred Annuity Products for Annuity to Annuity Replacement Only
AMGE|P|==,TA,TI,TU,UA,UE,VU|OK|12/11/2016,10:24:56 PM|AGLC108517.pdf|Replacement Form - OK |Use for both internal and external replacements
AMGE|P|==,TA,TI,TU,UE,VU,DA|PA|12/11/2016,10:24:56 PM|AGLC108518.pdf|Replacement Form - PA|Use for internal replacements only
AMGE|P|==,TA,TI,TU,UE,VU,DA|PA|12/11/2016,10:24:56 PM|AGLC108519.pdf|Replacement Form - PA|Use for external replacements only
AMGE|P|==,TA,TI,TU,UA,UE,VU|TN|12/11/2016,10:24:56 PM|LD8260.pdf|Replacement Form - TN|AGL - Use for both internal and external replacements
AMGE|P|==,TA,TI,TU,UA,UE,VU|WA|12/11/2016,10:24:56 PM|L2885.pdf|Replacement Form - WA|
AMGE|P|==,TA,TI,TU,UA,UE,VU|WY|12/11/2016,10:24:56 PM|L350.pdf|Replacement Form - WY|
AMGE|P|==,TU,UA,UE,VU|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,GU,PR,VI,AS|10/25/2015,7:49:54 PM|AGLC105894.pdf|Internal Replacement Information Notice, Permanent to Permanent|Use for Commission Permanent to Permanent life internal replacements in addition to the standard replacement forms for each state
AMGE|P|==,TA,TU,UA,UE,VU|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,GU,PR,VI,AS|07/19/2015,7:49:54 PM|AGLC0418.pdf|Replacement Policies and Guidelines - REV0215|Agent only Brochure - PDF only
AMGE|A|==,TA,TI,TU,UA,UE,VU|AL,AK,AZ,AR,CO,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,OH,OK,OR,PA,RI,SC,TN,TX,UT,VT,VA,WA,WV,WI,WY|10/25/2015,12:27:09 PM|ICC15-108092.pdf|Child Rider Supplement|Use with appropriate Part A Application
AMGE|A|==,TA,TI,TU,UA,UE,VU|CA,CT,DE,DC,ND,SD|10/25/2015,12:27:09 PM|AGLC108092-2015.pdf|Child Rider Supplement - CA,CT,DE,DC,ND,SD|Use with appropriate Part A Application
AMGE|A|==,TA,TI,TU,UA,UE,VU|FL|10/25/2015,12:27:09 PM|AGLC108092-FL-2015.pdf|Child Rider Supplement - FL|Use with appropriate Part A Application
AMGE|A|==,TA,TU,VU|AK,AZ,AR,CA,CO,CT,DE,GA,HI,KS,KY,LA,ME,MA,MI,MT,NH,NJ,OR,PA,RI,TX,WY,GU,PR,VI,AS|10/25/2015,12:27:09 PM|06305-OLC.pdf|Outline of Coverage for Disability Income Rider - Generic|
AMGE|A|==,TA,TU,VU|AL|10/25/2015,12:27:09 PM|06305-OLC-01.pdf|Outline of Coverage for Disability Income Rider - AL|
AMGE|A|==,TA,TU,VU|DC|10/25/2015,12:27:09 PM|06305-OLC-09.pdf|Outline of Coverage for Disability Income Rider - DC|
AMGE|A|==,TA,TU,VU|FL|10/25/2015,12:27:09 PM|06305-OLC-10.pdf|Outline of Coverage for Disability Income Rider - FL|
AMGE|A|==,TA,TU,VU|ID|10/25/2015,12:27:09 PM|06305-OLC-13.pdf|Outline of Coverage for Disability Income Rider - ID|
AMGE|A|==,TA,TU,VU|IL|10/25/2015,12:27:09 PM|06305-OLC-14.pdf|Outline of Coverage for Disability Income Rider - IL|
AMGE|A|==,TA,TU,VU|IN|10/25/2015,12:27:09 PM|06305-OLC-15.pdf|Outline of Coverage for Disability Income Rider - IN|
AMGE|A|==,TA,TU,UA,VU|IA|10/25/2015,12:27:09 PM|06305-OLC-16.pdf|Outline of Coverage for Disability Income Rider - IA|
AMGE|A|==,TA,TU,VU|LA|10/25/2015,12:27:09 PM|06305-OLC-19.pdf|Outline of Coverage for Disability Income Rider - LA|
AMGE|A|==,TA,TU,VU|ME|10/25/2015,12:27:09 PM|06305-OLC-20.pdf|Outline of Coverage for Disability Income Rider - ME|
AMGE|A|==,TA,TU,VU|MD|10/25/2015,12:27:09 PM|06305-OLC-21.pdf|Outline of Coverage for Disability Income Rider - MD|
AMGE|A|==,TA,TU,VU|MN|10/25/2015,12:27:09 PM|06305-OLC-24.pdf|Outline of Coverage for Disability Income Rider - MN|
AMGE|A|==,TA,TU,VU|MS|10/25/2015,12:27:09 PM|06305-OLC-25.pdf|Outline of Coverage for Disability Income Rider - MS|
AMGE|A|==,TA,TU,VU|MO|10/25/2015,12:27:09 PM|06305-OLC-26.pdf|Outline of Coverage for Disability Income Rider - MO|
AMGE|A|==,TA,TU,VU|NE|10/25/2015,12:27:09 PM|06305-OLC-28.pdf|Outline of Coverage for Disability Income Rider - NE|
AMGE|A|==,TA,TU,VU|NM|10/25/2015,12:27:09 PM|06305-OLC-32.pdf|Outline of Coverage for Disability Income Rider - NM|
AMGE|A|==,TA,TU,VU|NV|10/25/2015,12:27:09 PM|06305-OLC-29.pdf|Outline of Coverage for Disability Income Rider - NV|
AMGE|A|==,TA,TU,VU|NC|10/25/2015,12:27:09 PM|06305-OLC-34.pdf|Outline of Coverage for Disability Income Rider - NC|
AMGE|A|==,TA,TU,VU|ND|10/25/2015,12:27:09 PM|06305-OLC-35.pdf|Outline of Coverage for Disability Income Rider - ND|
AMGE|A|==,TA,TU,VU|OH|10/25/2015,12:27:09 PM|06305-OLC-36.pdf|Outline of Coverage for Disability Income Rider - OH|
AMGE|A|==,TA,TU,VU|OK|10/25/2015,12:27:09 PM|06305-OLC-37.pdf|Outline of Coverage for Disability Income Rider - OK|
AMGE|A|==,TA,TU,VU|SC|10/25/2015,12:27:09 PM|06305-OLC-41.pdf|Outline of Coverage for Disability Income Rider - SC|
AMGE|A|==,TA,TU,VU|SD|10/25/2015,12:27:09 PM|06305-OLC-42.pdf|Outline of Coverage for Disability Income Rider - SD|
AMGE|A|==,TA,TU,VU|TN|10/25/2015,12:27:09 PM|06305-OLC-43.pdf|Outline of Coverage for Disability Income Rider - TN|
AMGE|A|==,TA,TU,VU|UT|10/25/2015,12:27:09 PM|06305-OLC-45.pdf|Outline of Coverage for Disability Income Rider - UT|
AMGE|A|==,TA,TU,VU|VT|10/25/2015,12:27:09 PM|06305-OLC-46.pdf|Outline of Coverage for Disability Income Rider - VT|
AMGE|A|==,TA,TU,VU|VA|10/25/2015,12:27:09 PM|06305-OLC-47.pdf|Outline of Coverage for Disability Income Rider - VA|
AMGE|A|==,TA,TU,VU|WA|10/25/2015,12:27:09 PM|06305-OLC-48.pdf|Outline of Coverage for Disability Income Rider - WA|
AMGE|A|==,TA,TU,VU|WV|10/25/2015,12:27:09 PM|06305-OLC-49.pdf|Outline of Coverage for Disability Income Rider - WV|
AMGE|A|==,TA,TU,VU|WI|10/25/2015,12:27:09 PM|06305-OLC-50.pdf|Outline of Coverage for Disability Income Rider - WI|
AMGE|A|==,TA,TI,TU,UA,VU|AL,AR,CT,DC,IN,KS,LA,MI,MN,MS,NC,OH,OK,OR,TX,VA,WA|10/25/2015,7:49:54 PM|AGLC102084.pdf|Accelerated Death Benefit Disclosure (ADB)|Form is now part of the Application Packet  
AMGE|A|==,TA,TI,TU,UA,VU|MA|10/25/2015,9:45:47 PM|AGLC101954-MA.pdf|Accelerated Death Benefit Disclosure (ADB) - MA|
AMGE|A|==,TA,TI,TU,UA,UE,VU|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,GU,PR,VI,AS|10/25/2015,7:49:54 PM|D-B813-A.pdf|Salary Allotment Authorization|
AMGE|A|==,TA,TU,VU|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,GU,PR,VI,AS|10/25/2015,7:49:54 PM|AGLC100814.pdf|Salary Allotment Authorization for Sec. 125 Plans (List Bill)|Use in conjunction with DB813
AMGE|B|==,TA,TI,TU,UA,UE,VU|AL,AK,AZ,AR,CO,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,OH,OK,OR,PA,RI,SC,TN,TX,UT,VT,VA,WA,WV,WI,WY|12/11/2016,8:24:56 PM|ICC15-108088.pdf|Part B: Life Insurance Application|See current underwriting/claims guide for when required
AMGE|B|==,TA,TI,TU,UA,UE,VU|CA|12/11/2016,8:24:56 PM|AGLC108088-CA-2015.pdf|Part B: Life Insurance Application - CA|See current underwriting/claims guide for when required
AMGE|B|==,TA,TI,TU,UA,UE,VU|CT|12/11/2016,8:24:56 PM|AGLC108088-CT-2015.pdf|Part B: Life Insurance Application - CT|Used by paramedical company 
AMGE|B|==,TA,TI,TU,UA,UE,VU|DC|12/11/2016,8:24:56 PM|AGLC108088-DC-2015.pdf|Part B: Life Insurance Application - DC|See current underwriting/claims guide for when required
AMGE|B|==,TA,TI,TU,UA,UE,VU|DE|12/11/2016,8:24:56 PM|AGLC108088-DE-2015.pdf|Part B: Life Insurance Application - DE|See current underwriting/claims guide for when required
AMGE|B|==,TA,TI,TU,UA,UE,VU|FL|12/11/2016,8:24:56 PM|AGLC108088-FL-2015.pdf|Part B: Life Insurance Application - FL|See current underwriting/claims guide for when required
AMGE|B|==,TA,TI,TU,UA,UE,VU|ND|12/11/2016,8:24:56 PM|AGLC108088-ND-2015.pdf|Part B: Life Insurance Application - ND|See current underwriting/claims guide for when required
AMGE|B|==,TA,TI,TU,UA,UE,VU|SD|12/11/2016,8:24:56 PM|AGLC108088-2015.pdf|Part B: Life Insurance Application - SD|See current underwriting/claims guide for when required
AMGE|C|==,TA,TI,TU,UA,UE,VU|CO,DE,KS,ME,MO,RI|12/11/2016,8:24:56 PM|AGLC108670.pdf|AIDS/HIV Brochure - CO, DE, KS, ME, MO, RI|Given to client at time of exam
AMGE|C|==,TA,TI,TU,UA,UE,VU|CA|12/11/2016,8:24:56 PM|AGLC108670-CA.pdf|AIDS/HIV Brochure - CA|Given to client at time of exam
AMGE|C|==,TA,TI,TU,UA,UE,VU|MI|12/11/2016,8:24:56 PM|AGLC108670-MI.pdf|AIDS/HIV Brochure - MI|Given to client at time of exam
AMGE|U|==,TA,TI,TU,UA,UE,VU|AL,AK,AZ,AR,CO,DE,DC,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,OH,OK,OR,PA,RI,SC,TN,TX,UT,VT,VA,WA,WV,WI,WY,GU,PR,VI,AS|12/11/2016,10:24:56 PM|ICC15-108102.pdf|Aviation Questionnaire|Use if application is checked "yes" for aviation
AMGE|U|==,TA,TI,TU,UA,UE,VU|CA,CT,DE,ND,SD|12/11/2016,10:24:56 PM|AGLC108102-2015.pdf|Aviation Questionnaire - CA,CT,DE,ND,SD|Use if application is checked "yes" for aviation
AMGE|U|==,TA,TI,TU,UA,UE,VU|DC|12/11/2016,10:24:56 PM|AGLC108102-DC-2015.pdf|Aviation Questionnaire - DC|Use if application is checked "yes" for aviation
AMGE|U|==,TA,TI,TU,UA,UE,VU|FL|12/11/2016,10:24:56 PM|AGLC108102-FL-2015.pdf|Aviation Questionnaire - FL|Use if application is checked "yes" for aviation
AMGE|U|==,TA,TI,TU,UA,UE,VU|AL,AK,AZ,AR,CO,DE,DC,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,OH,OK,OR,PA,RI,SC,TN,TX,UT,VT,VA,WA,WV,WI,WY,GU,PR,VI,AS|10/25/2015,12:27:09 PM|ICC15-108103.pdf|Avocation Questionnaire|Use if application is checked "yes" for avocation
AMGE|U|==,TA,TI,TU,UA,UE,VU|CA,CT,DE,ND,SD|10/25/2015,12:27:09 PM|AGLC108103-2015.pdf|Avocation Questionnaire - CA,CT,DE,ND,SD|Use if application is checked "yes" for avocation
AMGE|U|==,TA,TI,TU,UA,UE,VU|DC|10/25/2015,12:27:09 PM|AGLC108103-DC-2015.pdf|Avocation Questionnaire - DC|Use if application is checked "yes" for avocation
AMGE|U|==,TA,TI,TU,UA,UE,VU|FL|10/25/2015,12:27:09 PM|AGLC108103-FL-2015.pdf|Avocation Questionnaire - FL|Use if application is checked "yes" for avocation
AMGE|U|==,TA,TI,TU,UA,UE,VU|AL,AK,AZ,AR,CO,DE,DC,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,OH,OK,OR,PA,RI,SC,TN,TX,UT,VT,VA,WA,WV,WI,WY,GU,PR,VI,AS|12/11/2016,10:24:56 PM|ICC15-108096.pdf|Drug & Alcohol Questionnaire|Use at underwriter's discretion
AMGE|U|==,TA,TI,TU,UA,UE,VU|CA,DE,ND,SD|12/11/2016,10:24:56 PM|AGLC108096-2015.pdf|Drug & Alcohol Questionnaire - CA,DE,ND,SD|Use at underwriter's discretion
AMGE|U|==,TA,TI,TU,UA,UE,VU|CT|12/11/2016,10:24:56 PM|AGLC108096-CT-2015.pdf|Drug/Alcohol Questionnaire - CT|Use at underwriter's discretion
AMGE|U|==,TA,TI,TU,UA,UE,VU|DC|12/11/2016,10:24:56 PM|AGLC108096-DC-2015.pdf|Drug & Alcohol Questionnaire - DC|Use at underwriter's discretion
AMGE|U|==,TA,TI,TU,UA,UE,VU|FL|12/11/2016,10:24:56 PM|AGLC108096-FL-2015.pdf|Drug & Alcohol Questionnaire - FL|Use at underwriter's discretion
AMGE|U|==,TA,TI,TU,UA,UE,VU|AL,AK,AZ,AR,CO,DE,DC,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,OH,OK,OR,PA,RI,SC,TN,TX,UT,VT,VA,WA,WV,WI,WY,GU,PR,VI,AS|12/11/2016,10:24:56 PM|ICC15-108104.pdf|Foreign Travel & Residence Questionnaire|Use if application is checked "yes" for foreign trave
AMGE|U|==,TA,TI,TU,UA,UE,VU|CA,CT,DE,ND,SD|12/11/2016,10:24:56 PM|AGLC108104-2015.pdf|Foreign Travel & Residence Questionnaire - CA,CT,DE,ND,SD|Use if application is checked "yes" for foreign trave
AMGE|U|==,TA,TI,TU,UA,UE,VU|DC|12/11/2016,10:24:56 PM|AGLC108104-DC-2015.pdf|Foreign Travel & Residence Questionnaire - DC|Use if application is checked "yes" for foreign trave
AMGE|U|==,TA,TI,TU,UA,UE,VU|AL,AK,AZ,AR,CO,DE,DC,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,OH,OK,OR,PA,RI,SC,TN,TX,UT,VT,VA,WA,WV,WI,WY,GU,PR,VI,AS|12/11/2016,10:24:56 PM|ICC15-108106.pdf|Military Questionnaire|Use at underwriter's discretion
AMGE|U|==,TA,TI,TU,UA,UE,VU|CA,DE,ND,SD|12/11/2016,10:24:56 PM|AGLC108106-2015.pdf|Military Questionnaire - CA,DE,ND,SD|Use at underwriter's discretion
AMGE|U|==,TA,TI,TU,UA,UE,VU|DC|12/11/2016,10:24:56 PM|AGLC108106-DC-2015.pdf|Military Questionnaire - DC|Use at underwriter's discretion
AMGE|U|==,TA,TI,TU,UA,UE,VU|FL|12/11/2016,10:24:56 PM|AGLC108106-FL-2015.pdf|Military Questionnaire - FL|Use at underwriter's discretion
AMGE|U|==,TA,TI,TU,UA,UE,VU|AL,AK,AZ,AR,CO,DE,DC,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,OH,OK,OR,PA,RI,SC,TN,TX,UT,VT,VA,WA,WV,WI,WY,GU,PR,VI,AS|12/11/2016,10:24:56 PM|ICC15-108105.pdf|Physical History Questionnaire|Discretionary form ordered by underwriting as needed; usually for Disability Income
AMGE|U|==,TA,TI,TU,UA,UE,VU|CA,DE,ND,SD|12/11/2016,10:24:56 PM|AGLC108105-2015.pdf|Physical History Questionnaire - CA,DE,ND,SD|Discretionary form ordered by underwriting as needed; usually for Disability Income
AMGE|U|==,TA,TI,TU,UA,UE,VU|DC|12/11/2016,10:24:56 PM|AGLC108105-DC-2015.pdf|Physical History Questionnaire - DC|Discretionary form ordered by underwriting as needed; usually for Disability Income
AMGE|U|==,TA,TI,TU,UA,UE,VU|FL|12/11/2016,10:24:56 PM|AGLC108105-FL-2015.pdf|Physical History Questionnaire - FL|Discretionary form ordered by underwriting as needed; usually for Disability Income
AMGE|U|==,TA,TI,TU,UA,UE,VU|AL,AK,AZ,AR,CO,CT,DE,DC,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,OH,OK,OR,PA,RI,SC,TN,TX,UT,VT,VA,WA,WV,WI,WY,GU,PR,VI,AS|12/11/2016,8:24:56 PM|ICC15-108097.pdf|Tobacco Questionnaire|Use at underwriter's discretion
AMGE|U|==,TA,TI,TU,UA,UE,VU|DC|12/11/2016,8:24:56 PM|AGLC108097-DC-2015.pdf|Tobacco Questionnaire - DC|Use at underwriter's discretion
AMGE|U|==,TA,TI,TU,UA,UE,VU|FL|12/11/2016,8:24:56 PM|AGLC108097-FL-2015.pdf|Tobacco Questionnaire - FL|Use at underwriter's discretion
AMGE|U|==,TA,TI,TU,UA,UE,VU|CA,DE,ND,SD|12/11/2016,8:24:56 PM|AGLC108097-2015.pdf|Tobacco Questionnaire - CA,DE,ND,SD|Use at underwriter's discretion
AMGE|D|==,TA,TI,TU,UA,VU|PA|10/25/2015,9:45:47 PM|AGLC102409.pdf|Surrender Comparison Index Disclosure Form - PA|Form to be completed and left with the customer with the policy upon delivery
AMGE|D|==,TA,TI,TU,UA,UE,VU|AL,AZ,AR,CA,CO,CT,DE,GA,HI,ID,IL,IN,IA,KS,KY,LA,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,GU,PR,VI,AS|12/11/2016,10:24:56 PM|ICC15-108098.pdf|Short Health Questionnaire|Use at underwriter's discretion
AMGE|D|==,TA,TI,TU,UA,UE,VU|CT,DE,ND,SD|12/11/2016,10:24:56 PM|AGLC108098-2015.pdf|Short Health Questionnaire - CT,DE,ND,SD|Use at underwriter's discretion
AMGE|D|==,TA,TI,TU,UA,UE,VU|CA|12/11/2016,10:24:56 PM|AGLC108098-CA-2015.pdf|Short Health Questionnaire - CA|Use at underwriter's discretion
AMGE|D|==,TA,TI,TU,UA,UE,VU|DC|12/11/2016,10:24:56 PM|AGLC108098-DC-2015.pdf|Short Health Questionnaire - DC|Use at underwriter's discretion
AMGE|D|==,TA,TI,TU,UA,UE,VU|FL|12/11/2016,10:24:56 PM|AGLC108098-FL-2015.pdf|Short Health Questionnaire - FL|Use at underwriter's discretion
AMGE|S|==,TA,TI,TU,UA,UE,VU|CT,DE,ND,SD|10/25/2015,7:49:54 PM|AGLC108558-2015.pdf|New Business Reissue Request Form - CT,DE,ND,SD - for Individual Life Insurance|Use when requesting a New Business reissue
AMGE|S|==,TA,TI,TU,UA,UE,VU|CA|10/25/2015,7:49:54 PM|AGLC108558-CA-2015.pdf|New Business Reissue Request Form - CA - for Individual Life Insurance|Use when requesting a New Business reissue
AMGE|S|==,TA,TI,TU,UA,UE,VU|DC|10/25/2015,7:49:54 PM|AGLC108558-DC-2015.pdf|New Business Reissue Request Form - DC - for Individual Life Insurance|Use when requesting a New Business reissue
AMGE|S|==,TA,TI,TU,UA,UE,VU|FL|10/25/2015,7:49:54 PM|AGLC108558-FL-2015.pdf|New Business Reissue Request Form - FL - for Individual Life Insurance|Use when requesting a New Business reissue
AMGE|S|==,TA,TI,TU,UA,UE,VU|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,GU,PR,VI,AS|10/25/2015,7:49:54 PM|AGLC101371.pdf|Transmittal Form and Checklist - IAG and LBG|Use for New business transmittal submissions
AMGE|S|==,TA,TI,TU,UA,UE,VU|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,GU,PR,VI,AS|10/25/2015,7:49:54 PM|AGLC0010-2011.pdf|Absolute Assignment (AGLC0010) - 1035 exchange|Common Form - 1035 (a) Exchange
AMGE|S|==,TA,TI,TU,UA,UE,VU|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,GU,PR,VI,AS|10/25/2015,7:49:54 PM|AGLC107208.pdf|APS Records Release Authorization (14-036 - APS Sharing - REV0315|Subimit to Home Office
AMGE|S|==,TA,TI,TU,UA,UE,VU|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,GU,PR,VI,AS|10/25/2015,7:49:54 PM|AGLC107206.pdf|APS Records Request Form (14-036 - APS Sharing - REV0315|Subimit to Home Office
AMGE|S|==,TA,TI,TU,VU|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,GU,PR,VI,AS|12/09/2012,7:49:54 PM|AGLC101672-PL.pdf|Term Conversion Request  (REV1012)|No Underwriting Required
AMGE|S|==,TA,TI,TU,UA,VU|AL,AK,AZ,AR,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,GU,PR,VI,AS|09/16/2013,9:45:47 PM|HIPAANOPP.PDF|HIPAA Privacy Notice|Present to applicant  
AMGE|S|==,TA,TI,TU,UA,UE,VU|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,GU,PR,VI,AS|10/20/2013,3:27:17 PM|AGLC0222.pdf|Name and Address Change|
AMGE|S|==,TA,TI,TU,UA,UE,VU|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,GU,PR,VI,AS|05/09/2017,3:27:17 PM|AGLC0013 Rev0317.pdf|Change of Ownership |Use when ownership & control of Contract is changed
AMGE|S|==,TA,TI,TU,UA,VU|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,GU,PR,VI,AS|07/27/2017,7:49:54 PM|AGLC0205.pdf|Collateral Assignment |Use when collaterally assigning a policy to a bank 
AMGE|S|==,TA,TI,TU,VU|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,GU,PR,VI,AS|02/05/2010,7:49:54 PM|L8056.pdf|Transmittal Form - Split Dollar Checklist|American General Life - Use with all split $ submissions
